labels,source,path
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P107S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S10T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P110S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S01T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S11T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S08T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S14T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S04T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S05T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S15T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S06T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P104S16T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S12T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S02T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S07T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S09T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S03T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S13T01.flac
happy,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S10T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S10T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S11T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S12T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S06T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S16T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S09T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S09T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S15T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S05T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S17T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S07T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S10T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S06T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S16T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S17T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S07T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S18T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S08T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S12T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S12T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S07T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S17T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S17T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S07T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S18T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S08T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S11T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S17T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S07T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S12T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S09T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S06T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S16T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S12T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S12T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S11T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S10T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S18T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S08T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S17T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S07T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S07T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S17T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S16T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S06T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S10T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S09T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S09T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S15T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S05T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S11T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S17T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S07T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S18T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S08T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S05T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S15T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S10T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S09T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S10T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S10T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S16T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S06T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S07T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S17T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S17T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S07T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S17T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S07T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S16T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S06T02.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S09T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S06T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S16T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S05T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S15T01.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S18T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S08T03.flac
surprise,KSUEmotions,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S07T02.flac
